,cycle,time_start,time_end,u,v,w,B_u,dB_u,B_v,dB_v,B_w,dB_w,x,y,z,B_x,B_y,B_z
160,160,1565408208.0,1565408212.0,-7.95,42.37,287.25,0.383828,0.000993313,2.3749,0.000122474,0.588464,0.000387853,18.2,-287.25,41.12,-0.383828,-0.588464,2.3749
161,161,1565408219.0,1565408223.0,-7.95,82.37,287.25,0.38923,0.000213424,2.49876,8.944299999999999e-05,0.468504,0.000798799,18.2,-287.25,81.12,-0.38923,-0.468504,2.49876
162,162,1565408230.0,1565408234.0,-7.95,122.37,287.25,0.349106,0.000940335,2.55138,0.000672309,0.3466,0.004582068,18.2,-287.25,121.12,-0.349106,-0.3466,2.55138
163,163,1565408240.0,1565408244.0,-7.95,162.37,287.25,0.273564,0.001669635,2.5598,0.0002,0.234058,0.000260038,18.2,-287.25,161.12,-0.273564,-0.234058,2.5598
164,164,1565408250.0,1565408254.0,-7.95,202.37,287.25,0.183868,0.000160686,2.54208,4.4721e-05,0.1481418,0.0004829080000000001,18.2,-287.25,201.12,-0.183868,-0.1481418,2.54208
165,165,1565408329.0,1565408333.0,12.05,42.37,287.25,0.464496,0.000274736,2.35576,5.4772e-05,0.6503479999999999,0.000217991,-1.8000000000000007,-287.25,41.12,-0.464496,-0.6503479999999999,2.35576
166,166,1565408339.0,1565408343.0,12.05,82.37,287.25,0.453974,0.001150882,2.51576,0.000531977,0.5140140000000001,0.0022724060000000003,-1.8000000000000007,-287.25,81.12,-0.453974,-0.5140140000000001,2.51576
167,167,1565408349.0,1565408353.0,12.05,122.37,287.25,0.397764,0.000328755,2.5841,0.0001,0.381574,0.00099676,-1.8000000000000007,-287.25,121.12,-0.397764,-0.381574,2.5841
168,168,1565408358.0,1565408362.0,12.05,162.37,287.25,0.317396,0.001145635,2.60132,0.000130384,0.26613000000000003,0.000476707,-1.8000000000000007,-287.25,161.12,-0.317396,-0.26613000000000003,2.60132
169,169,1565408368.0,1565408372.0,12.05,202.37,287.25,0.227692,0.002761371,2.5907,0.000234521,0.180045,0.000766767,-1.8000000000000007,-287.25,201.12,-0.227692,-0.180045,2.5907
170,170,1565408470.0,1565408474.0,12.05,42.37,247.25,0.353926,0.000114368,2.271,0.0,0.5815060000000001,8.735e-05,-1.8000000000000007,-247.25,41.12,-0.353926,-0.5815060000000001,2.271
171,171,1565408481.0,1565408485.0,12.05,82.37,247.25,0.356528,0.003005032,2.39906,0.000391152,0.49627,0.000526688,-1.8000000000000007,-247.25,81.12,-0.356528,-0.49627,2.39906
172,172,1565408494.0,1565408498.0,12.05,122.37,247.25,0.313334,0.000529792,2.4756,7.071100000000001e-05,0.402352,0.0007079339999999999,-1.8000000000000007,-247.25,121.12,-0.313334,-0.402352,2.4756
173,173,1565408503.0,1565408507.0,12.05,162.37,247.25,0.247948,0.003842547,2.51284,0.000260768,0.313152,0.00055621,-1.8000000000000007,-247.25,161.12,-0.247948,-0.313152,2.51284
174,174,1565408513.0,1565408517.0,12.05,202.37,247.25,0.1546718,0.000883682,2.5241,0.0001,0.233738,0.000551697,-1.8000000000000007,-247.25,201.12,-0.1546718,-0.233738,2.5241
175,175,1565408558.0,1565408562.0,-7.95,42.37,247.25,0.304742,0.0009821,2.29058,0.000130384,0.544802,0.000234776,18.2,-247.25,41.12,-0.304742,-0.544802,2.29058
176,176,1565408567.0,1565408571.0,-7.95,82.37,247.25,0.318614,0.001152055,2.39106,0.000219089,0.447022,0.001092712,18.2,-247.25,81.12,-0.318614,-0.447022,2.39106
177,177,1565408577.0,1565408581.0,-7.95,122.37,247.25,0.288166,0.004204555,2.44876,0.00043359,0.35996,0.000969613,18.2,-247.25,121.12,-0.288166,-0.35996,2.44876
178,178,1565408585.0,1565408589.0,-7.95,162.37,247.25,0.220328,0.003711687,2.47538,0.000238747,0.271882,0.00217179,18.2,-247.25,161.12,-0.220328,-0.271882,2.47538
179,179,1565408597.0,1565408601.0,-7.95,202.37,247.25,0.1354684,0.000312971,2.47836,5.4772e-05,0.199522,0.0005635330000000001,18.2,-247.25,201.12,-0.1354684,-0.199522,2.47836
180,180,1565408717.0,1565408721.0,-27.95,42.37,247.25,0.281028,0.000277435,2.31244,0.000482701,0.518552,0.002186063,38.2,-247.25,41.12,-0.281028,-0.518552,2.31244
181,181,1565408726.0,1565408730.0,-27.95,82.37,247.25,0.29782,0.000271385,2.38348,8.366600000000001e-05,0.42766,0.000604525,38.2,-247.25,81.12,-0.29782,-0.42766,2.38348
182,182,1565408737.0,1565408741.0,-27.95,122.37,247.25,0.267354,0.001702683,2.4251400000000003,0.000151658,0.338304,0.00137992,38.2,-247.25,121.12,-0.267354,-0.338304,2.4251400000000003
183,183,1565408746.0,1565408750.0,-27.95,162.37,247.25,0.213898,0.00563061,2.44122,0.000471169,0.250622,0.001947542,38.2,-247.25,161.12,-0.213898,-0.250622,2.44122
184,184,1565408755.0,1565408759.0,-27.95,202.37,247.25,0.12874760000000002,0.003109332,2.43846,0.000114018,0.182792,0.000751578,38.2,-247.25,201.12,-0.12874760000000002,-0.182792,2.43846
185,185,1565408848.0,1565408852.0,-27.95,42.37,207.25,0.263302,0.000111445,2.22748,8.366600000000001e-05,0.51605,0.000332415,38.2,-207.25,41.12,-0.263302,-0.51605,2.22748
186,186,1565408858.0,1565408862.0,-27.95,82.37,207.25,0.26316,0.000790538,2.29724,0.000151658,0.428444,0.000908202,38.2,-207.25,81.12,-0.26316,-0.428444,2.29724
187,187,1565408868.0,1565408872.0,-27.95,122.37,207.25,0.23264,0.000714213,2.34302,0.000164317,0.356308,0.001778249,38.2,-207.25,121.12,-0.23264,-0.356308,2.34302
188,188,1565408877.0,1565408881.0,-27.95,162.37,207.25,0.16932879999999995,0.001938463,2.36996,8.944299999999999e-05,0.287764,0.000994525,38.2,-207.25,161.12,-0.16932879999999995,-0.287764,2.36996
189,189,1565408888.0,1565408892.0,-27.95,202.37,207.25,0.0945264,0.001543536,2.38022,4.4721e-05,0.219572,0.001145434,38.2,-207.25,201.12,-0.0945264,-0.219572,2.38022
190,190,1565408977.0,1565408981.0,-7.95,42.37,207.25,0.27134,0.001318294,2.2122,0.000158114,0.547726,0.000257255,18.2,-207.25,41.12,-0.27134,-0.547726,2.2122
191,191,1565408987.0,1565408991.0,-7.95,82.37,207.25,0.26938,0.000180831,2.30262,0.000238747,0.4763060000000001,0.001276139,18.2,-207.25,81.12,-0.26938,-0.4763060000000001,2.30262
192,192,1565408998.0,1565409002.0,-7.95,122.37,207.25,0.233646,0.002127729,2.3643,0.0004,0.402218,0.002677885,18.2,-207.25,121.12,-0.233646,-0.402218,2.3643
193,193,1565409008.0,1565409012.0,-7.95,162.37,207.25,0.1684338,0.002212623,2.40156,0.000114018,0.32734800000000003,0.000656902,18.2,-207.25,161.12,-0.1684338,-0.32734800000000003,2.40156
194,194,1565409016.0,1565409020.0,-7.95,202.37,207.25,0.0911128,0.000682403,2.41776,0.000114018,0.25799,0.0008658810000000001,18.2,-207.25,201.12,-0.0911128,-0.25799,2.41776
195,195,1565409119.0,1565409123.0,12.05,42.37,207.25,0.32075,0.0005821509999999999,2.2035400000000003,8.944299999999999e-05,0.550178,0.00071918,-1.8000000000000007,-207.25,41.12,-0.32075,-0.550178,2.2035400000000003
196,196,1565409129.0,1565409133.0,12.05,82.37,207.25,0.30647,0.003857233,2.31474,0.000541295,0.491106,0.000956389,-1.8000000000000007,-207.25,81.12,-0.30647,-0.491106,2.31474
197,197,1565409139.0,1565409143.0,12.05,122.37,207.25,0.26686,0.002532114,2.38996,0.000907193,0.420224,0.004152545,-1.8000000000000007,-207.25,121.12,-0.26686,-0.420224,2.38996
198,198,1565409149.0,1565409153.0,12.05,162.37,207.25,0.18988,0.002099333,2.43854,8.944299999999999e-05,0.34304,0.000308383,-1.8000000000000007,-207.25,161.12,-0.18988,-0.34304,2.43854
199,199,1565409161.0,1565409165.0,12.05,202.37,207.25,0.1076838,0.006923524,2.46088,0.000228035,0.273596,0.002677841,-1.8000000000000007,-207.25,201.12,-0.1076838,-0.273596,2.46088
