1565391557.779717,-1.88229333,0.27076694,-0.38817852,-2.26283645,0.43681202,-0.32137249,-2.62357281,0.53995369,-0.59846030,-2.32727670,0.47745781,-0.51136308,0.49230083,4.23923887,1.00297726,
1565391558.787301,-1.88225738,0.27084768,-0.38804166,-2.26270589,0.43686627,-0.32126842,-2.62351101,0.54001866,-0.59836759,-2.32718209,0.47756568,-0.51120224,0.49246863,4.23939848,1.00306052,
1565391559.739755,-1.88227062,0.27081110,-0.38804923,-2.26271598,0.43682779,-0.32131825,-2.62352236,0.53998208,-0.59837516,-2.32721741,0.47753666,-0.51122747,0.49246547,4.23945146,1.00303467,
1565391560.736215,-1.88235325,0.27077199,-0.38807319,-2.26280492,0.43680003,-0.32135357,-2.62356903,0.53994486,-0.59844390,-2.32725524,0.47752026,-0.51124072,0.49242195,4.23950761,1.00301006,
1565391561.808733,-1.88238099,0.27078902,-0.38808454,-2.26275004,0.43679436,-0.32134852,-2.62358606,0.53993855,-0.59844517,-2.32731515,0.47751332,-0.51124324,0.49241627,4.23955429,1.00300502,
1565391562.689192,-1.88239802,0.27080731,-0.38809716,-2.26280114,0.43680445,-0.32134222,-2.62363146,0.53991584,-0.59845463,-2.32727858,0.47750702,-0.51126658,0.49243330,4.23955554,1.00300186,
1565391563.781704,-1.88241064,0.27080037,-0.38809779,-2.26283646,0.43678237,-0.32135294,-2.62365291,0.53991395,-0.59845210,-2.32730443,0.47750891,-0.51126721,0.49242699,4.23956627,1.00301574,
1565391564.782149,-1.88242136,0.27080920,-0.38810410,-2.26278915,0.43683157,-0.32136870,-2.62363651,0.53992215,-0.59845021,-2.32730695,0.47750828,-0.51127793,0.49243709,4.23955617,1.00302142,
1565391565.726936,-1.88240244,0.27083002,-0.38811671,-2.26278474,0.43677669,-0.32134789,-2.62362011,0.53989692,-0.59844264,-2.32730947,0.47749188,-0.51128928,0.49244276,4.23957258,1.00298672,
1565391566.815479,-1.88243902,0.27082182,-0.38810031,-2.26281123,0.43674137,-0.32137438,-2.62364786,0.53990701,-0.59844832,-2.32730758,0.47747611,-0.51129938,0.49243519,4.23957952,1.00299934,
1565391567.812003,-1.88245479,0.27079217,-0.38812617,-2.26280997,0.43678489,-0.32138258,-2.62364470,0.53988493,-0.59844832,-2.32730254,0.47748431,-0.51130505,0.49243456,4.23957385,1.00298168,
1565391568.784516,-1.88244217,0.27081551,-0.38814446,-2.26283268,0.43676597,-0.32136051,-2.62365542,0.53987042,-0.59847607,-2.32733344,0.47747737,-0.51129938,0.49244276,4.23957447,1.00298862,
1565391569.801033,-1.88244722,0.27084264,-0.38810977,-2.26285791,0.43674137,-0.32139141,-2.62367876,0.53988808,-0.59848049,-2.32736560,0.47745718,-0.51133596,0.49242573,4.23962684,1.00296906,
1565391570.793535,-1.88251281,0.27076126,-0.38812870,-2.26288756,0.43672560,-0.32140466,-2.62368002,0.53984708,-0.59849499,-2.32738957,0.47745655,-0.51136056,0.49239987,4.23965586,1.00295014,
1565391571.730970,-1.88253174,0.27080353,-0.38810914,-2.26293739,0.43670036,-0.32145385,-2.62376391,0.53986033,-0.59848995,-2.32741479,0.47742186,-0.51135930,0.49239419,4.23970695,1.00298105,
1565391572.812484,-1.88244470,0.27081740,-0.38816969,-2.26293172,0.43664800,-0.32140718,-2.62372544,0.53983257,-0.59855175,-2.32742552,0.47740104,-0.51135740,0.49243330,4.23970633,1.00294257,
1565391573.802027,-1.88263455,0.27068304,-0.38810851,-2.26290144,0.43674641,-0.32146457,-2.62381311,0.53981365,-0.59847985,-2.32736686,0.47743321,-0.51139020,0.49237085,4.23969876,1.00295897,
1565391574.735458,-1.88265220,0.27074801,-0.38807067,-2.26290522,0.43670983,-0.32147529,-2.62380427,0.53983636,-0.59847355,-2.32740975,0.47747169,-0.51138137,0.49239356,4.23971832,1.00299429,
1565391575.812989,-1.88257525,0.27078334,-0.38811041,-2.26295884,0.43671361,-0.32142862,-2.62376770,0.53987042,-0.59846219,-2.32741101,0.47745340,-0.51133722,0.49243267,4.23967983,1.00297600,
1565391576.698409,-1.88247939,0.27074486,-0.38817978,-2.26295254,0.43675588,-0.32138447,-2.62374751,0.53982879,-0.59850887,-2.32743246,0.47746791,-0.51133848,0.49243456,4.23964451,1.00294447,
1565391577.795950,-1.88252417,0.27078839,-0.38813626,-2.26288693,0.43677669,-0.32140150,-2.62372986,0.53987231,-0.59845652,-2.32737255,0.47749062,-0.51134605,0.49246232,4.23964955,1.00296402,
1565391578.801460,-1.88256832,0.27073666,-0.38808770,-2.26274815,0.43683536,-0.32139267,-2.62373238,0.53987042,-0.59841678,-2.32731515,0.47749377,-0.51132776,0.49240870,4.23960666,1.00304223,
1565391579.782984,-1.88244659,0.27077451,-0.38815645,-2.26289639,0.43677038,-0.32138763,-2.62369706,0.53983636,-0.59846219,-2.32734037,0.47747485,-0.51131704,0.49241753,4.23956880,1.00297664,
1565391580.808529,-1.88249642,0.27076379,-0.38815582,-2.26289765,0.43676092,-0.32137375,-2.62370841,0.53980986,-0.59847985,-2.32736309,0.47746160,-0.51133281,0.49242069,4.23960286,1.00297663,
1565391581.810071,-1.88244218,0.27076315,-0.38818672,-2.26281628,0.43678805,-0.32133276,-2.62368507,0.53980986,-0.59847165,-2.32728804,0.47746917,-0.51128045,0.49244087,4.23958016,1.00295582,
1565391582.787584,-1.88234946,0.27088364,-0.38813311,-2.26290081,0.43676849,-0.32131573,-2.62364281,0.53987105,-0.59848490,-2.32735867,0.47748683,-0.51125081,0.49246737,4.23958836,1.00297601,
1565391583.810126,-1.88237910,0.27087355,-0.38808392,-2.26283016,0.43680256,-0.32135546,-2.62364407,0.53985276,-0.59844517,-2.32720038,0.47746854,-0.51128424,0.49244150,4.23954293,1.00301196,
